observation_id,obs_match,partner_id,par_match,From Dataset,no_partner_ids,id,p_id
321089818,Yes,321075574,Yes,Yes,,321089818_321075574,321075574_321089818
321123110,No,320905632,Yes,Yes,,321123110_320905632,320905632_321123110
321182938,Yes,340041342,No,Yes,,321182938_340041342,340041342_321182938
321183003,Yes,321183228,No,Yes,,321183003_321183228,321183228_321183003
321286087,Yes,321285881,No,Yes,,321286087_321285881,321285881_321286087
321305353,No,321543346,No,Yes,,321305353_321543346,321543346_321305353
321389781,Yes,321389820,No,Yes,,321389781_321389820,321389820_321389781
321389820,No,321389781,Yes,Yes,,321389820_321389781,321389781_321389820
321516456,Yes,321654262,No,Yes,,321516456_321654262,321654262_321516456
321543346,No,321305353,No,Yes,,321543346_321305353,321305353_321543346
321634097,No,315341282,Yes,Yes,,321634097_315341282,315341282_321634097
321662781,Yes,321672268,No,Yes,,321662781_321672268,321672268_321662781
321672268,No,321662781,Yes,Yes,,321672268_321662781,321662781_321672268
321706459,No,321706498,No,Yes,,321706459_321706498,321706498_321706459
321718709,Yes,321717690,No,Yes,,321718709_321717690,321717690_321718709
321753223,No,320935575,Yes,Yes,,321753223_320935575,320935575_321753223
321792016,Yes,340040844,No,Yes,,321792016_340040844,340040844_321792016
321798863,No,321798862,No,Yes,,321798863_321798862,321798862_321798863
321851883,Yes,321851583,No,Yes,,321851883_321851583,321851583_321851883
321960098,No,321960151,Yes,Yes,,321960098_321960151,321960151_321960098
321960151,Yes,321960098,No,Yes,,321960151_321960098,321960098_321960151
322018719,Yes,322018317,No,Yes,,322018719_322018317,322018317_322018719
322148409,No,322152201,Yes,Yes,,322148409_322152201,322152201_322148409
322152201,Yes,322148409,No,Yes,,322152201_322148409,322148409_322152201
322167173,Yes,322167964,No,Yes,,322167173_322167964,322167964_322167173
322167964,No,322167173,Yes,Yes,,322167964_322167173,322167173_322167964
322220935,No,322406957,No,Yes,,322220935_322406957,322406957_322220935
322276714,Yes,322276715,No,Yes,,322276714_322276715,322276715_322276714
322286640,No,322286651,Yes,Yes,,322286640_322286651,322286651_322286640
322286651,Yes,322286640,No,Yes,,322286651_322286640,322286640_322286651
322286687,Yes,322501361,Yes,Yes,,322286687_322501361,322501361_322286687
322294936,Yes,298484030,Yes,Yes,,322294936_298484030,298484030_322294936
322325420,Yes,305651413,Yes,Yes,,322325420_305651413,305651413_322325420
322326037,Yes,305897050,Yes,Yes,,322326037_305897050,305897050_322326037
322400262,No,322400266,Yes,Yes,,322400262_322400266,322400266_322400262
322400266,Yes,322400262,No,Yes,,322400266_322400262,322400262_322400266
322501361,Yes,322286687,Yes,Yes,,322501361_322286687,322286687_322501361
322692526,Yes,322692547,Yes,Yes,,322692526_322692547,322692547_322692526
322692547,Yes,322692526,Yes,Yes,,322692547_322692526,322692526_322692547
322698311,Yes,322698310,No,Yes,,322698311_322698310,322698310_322698311
322996178,Yes,322996176,No,Yes,,322996178_322996176,322996176_322996178
323064910,Yes,339288274,No,Yes,,323064910_339288274,339288274_323064910
323124903,Yes,323232002,No,Yes,,323124903_323232002,323232002_323124903
323146019,Yes,323146308,No,Yes,,323146019_323146308,323146308_323146019
323146308,No,323146019,Yes,Yes,,323146308_323146019,323146019_323146308
323165161,Yes,323165162,No,Yes,,323165161_323165162,323165162_323165161
323232002,No,323124903,Yes,Yes,,323232002_323124903,323124903_323232002
323255070,Yes,86318339,Yes,Yes,,323255070_86318339,86318339_323255070
323304057,Yes,323304250,No,Yes,,323304057_323304250,323304250_323304057
323368922,Yes,323369018,No,Yes,,323368922_323369018,323369018_323368922
323369018,No,323368922,Yes,Yes,,323369018_323368922,323368922_323369018
323389256,Yes,323389384,No,Yes,,323389256_323389384,323389384_323389256
323389384,No,323389256,Yes,Yes,,323389384_323389256,323389256_323389384
323424676,No,323424677,No,Yes,,323424676_323424677,323424677_323424676
323451837,Yes,323451836,No,Yes,,323451837_323451836,323451836_323451837
323554229,Yes,337594101,No,Yes,,323554229_337594101,337594101_323554229
323861969,Yes,323861972,Yes,Yes,,323861969_323861972,323861972_323861969
323861972,Yes,323861969,Yes,Yes,,323861972_323861969,323861969_323861972
323888987,Yes,324069158,No,Yes,,323888987_324069158,324069158_323888987
323916922,No,323916944,Yes,Yes,,323916922_323916944,323916944_323916922
323916944,Yes,323916922,No,Yes,,323916944_323916922,323916922_323916944
323927176,Yes,323927180,No,Yes,,323927176_323927180,323927180_323927176
323944433,No,323944435,Yes,Yes,,323944433_323944435,323944435_323944433
323944435,Yes,323944433,No,Yes,,323944435_323944433,323944433_323944435
323997660,Yes,323997661,No,Yes,,323997660_323997661,323997661_323997660
323997661,No,323997660,Yes,Yes,,323997661_323997660,323997660_323997661
324069158,No,323888987,Yes,Yes,,324069158_323888987,323888987_324069158
324136859,Yes,324150943,No,Yes,,324136859_324150943,324150943_324136859
324150943,No,324136859,Yes,Yes,,324150943_324136859,324136859_324150943
324208235,Yes,324208236,Yes,Yes,,324208235_324208236,324208236_324208235
324208236,Yes,324208235,Yes,Yes,,324208236_324208235,324208235_324208236
324259972,Yes,324327606,No,Yes,,324259972_324327606,324327606_324259972
324281409,Yes,324340820,No,Yes,,324281409_324340820,324340820_324281409
324327606,No,324259972,Yes,Yes,,324327606_324259972,324259972_324327606
324340820,No,324281409,Yes,Yes,,324340820_324281409,324281409_324340820
324397993,Yes,324526765,No,Yes,,324397993_324526765,324526765_324397993
324398551,No,338026678,Yes,Yes,,324398551_338026678,338026678_324398551
324423452,Yes,324423662,Yes,Yes,,324423452_324423662,324423662_324423452
324423662,Yes,324423452,Yes,Yes,,324423662_324423452,324423452_324423662
324526765,No,324397993,Yes,Yes,,324526765_324397993,324397993_324526765
324799303,Yes,325057938,No,Yes,,324799303_325057938,325057938_324799303
324980360,Yes,324980365,No,Yes,,324980360_324980365,324980365_324980360
324980366,No,324980367,No,Yes,,324980366_324980367,324980367_324980366
325057938,No,324799303,Yes,Yes,,325057938_324799303,324799303_325057938
325134493,Yes,325138279,No,Yes,,325134493_325138279,325138279_325134493
325267824,No,313996192,Yes,Yes,,325267824_313996192,313996192_325267824
325426068,Yes,325426196,No,Yes,,325426068_325426196,325426196_325426068
325433144,Yes,325433183,No,Yes,,325433144_325433183,325433183_325433144
325433183,No,325433144,Yes,Yes,,325433183_325433144,325433144_325433183
325585870,Yes,338027874,No,Yes,,325585870_338027874,338027874_325585870
325595626,Yes,325595660,No,Yes,,325595626_325595660,325595660_325595626
325595660,No,325595626,Yes,Yes,,325595660_325595626,325595626_325595660
325603869,Yes,325612345,No,Yes,,325603869_325612345,325612345_325603869
325612345,No,325603869,Yes,Yes,,325612345_325603869,325603869_325612345
325614593,Yes,325614930,No,Yes,,325614593_325614930,325614930_325614593
325614930,No,325614593,Yes,Yes,,325614930_325614593,325614593_325614930
325623517,Yes,325623635,No,Yes,,325623517_325623635,325623635_325623517
325623635,No,325623517,Yes,Yes,,325623635_325623517,325623517_325623635
325625054,Yes,325625055,No,Yes,,325625054_325625055,325625055_325625054
325625055,No,325625054,Yes,Yes,,325625055_325625054,325625054_325625055
325639062,Yes,325721467,No,Yes,,325639062_325721467,325721467_325639062
325646147,No,325646146,No,Yes,,325646147_325646146,325646146_325646147
325678349,Yes,325678351,No,Yes,,325678349_325678351,325678351_325678349
325678375,Yes,325678387,No,Yes,,325678375_325678387,325678387_325678375
325678386,Yes,325678387,No,Yes,,325678386_325678387,325678387_325678386
325678388,Yes,325678387,No,Yes,,325678388_325678387,325678387_325678388
325711940,Yes,325711943,No,Yes,,325711940_325711943,325711943_325711940
325711940,Yes,325711942,Yes,Yes,,325711940_325711942,325711942_325711940
325711942,Yes,325711940,Yes,Yes,,325711942_325711940,325711940_325711942
325721467,No,325639062,Yes,Yes,,325721467_325639062,325639062_325721467
325782806,Yes,325782808,Yes,Yes,,325782806_325782808,325782808_325782806
325782808,Yes,325782806,Yes,Yes,,325782808_325782806,325782806_325782808
325830479,Yes,325830479,Yes,Yes,,325830479_325830479,325830479_325830479
325899294,Yes,325899362,No,Yes,,325899294_325899362,325899362_325899294
325899362,No,325899294,Yes,Yes,,325899362_325899294,325899294_325899362
325905670,Yes,325905720,No,Yes,,325905670_325905720,325905720_325905670
325911006,Yes,325911125,No,Yes,,325911006_325911125,325911125_325911006
325911125,No,325911006,Yes,Yes,,325911125_325911006,325911006_325911125
325912631,Yes,325912805,No,Yes,,325912631_325912805,325912805_325912631
325912805,No,325912631,Yes,Yes,,325912805_325912631,325912631_325912805
