observation_id,obs_match,partner_id,par_match,From Dataset,no_partner_ids
108730842,No,108730841,Yes,Yes,
108791040,Yes,108856878,Yes,Yes,
108860079,Yes,108860132,Yes,Yes,
108860132,Yes,108860079,Yes,Yes,
109162518,Yes,109162520,Yes,Yes,
109162520,Yes,109162518,Yes,Yes,
109173676,No,109174758,Yes,Yes,
109174758,Yes,109173676,No,Yes,
109287680,Yes,109287807,No,Yes,
109287807,No,109287680,Yes,No,
109373625,Yes,49370219,Yes,Yes,
109393659,Yes,109393661,Yes,Yes,
109393659,Yes,109393667,No,Yes,
109393661,Yes,109393659,Yes,Yes,
109393667,No,109393659,Yes,No,
109439612,Yes,109439613,No,Yes,
109439613,No,109439612,Yes,No,
109529518,Yes,109529519,Yes,Yes,
109529519,Yes,109529518,Yes,Yes,
109708256,No,337308283,No,No,
109868064,Yes,109931801,Yes,Yes,
109906045,No,109906304,No,No,
109906304,No,109906045,No,No,
109931801,Yes,109868064,Yes,Yes,
109942332,Yes,109943331,No,Yes,
109943331,No,109942332,Yes,No,
110011908,Yes,110011909,Yes,Yes,
110011909,Yes,110011908,Yes,Yes,
110019898,Yes,110019900,No,Yes,
110019900,No,110019898,Yes,Yes,
110019904,No,110019898,Yes,No,
110022128,Yes,110022127,No,Yes,
110022140,No,110022141,Yes,No,
110022141,Yes,110022140,No,Yes,
110022179,Yes,110022188,Yes,Yes,
110022181,Yes,110022188,Yes,Yes,
110022182,Yes,110022188,Yes,Yes,
110022183,No,110022188,Yes,No,
110022185,Yes,110022188,Yes,Yes,
110022187,Yes,110022188,Yes,Yes,
110022188,Yes,110022179,Yes,Yes,
110022188,Yes,110022183,No,Yes,
110022188,Yes,110022181,Yes,Yes,
110022188,Yes,110022182,Yes,Yes,
110022188,Yes,110022185,Yes,Yes,
110022188,Yes,110022187,Yes,Yes,
110022194,No,110022197,No,Yes,
110022194,No,110022198,Yes,Yes,
110022197,No,110022194,No,Yes,
110022198,Yes,110022194,No,Yes,
110060807,Yes,110060809,No,Yes,
110060809,No,110060807,Yes,No,
110197137,Yes,110197138,No,Yes,
110197138,No,110197137,Yes,Yes,
110224679,Yes,110224752,No,Yes,
110224752,No,110224679,Yes,No,
110296157,No,110296318,No,No,
110296318,No,110296157,No,No,
110414948,Yes,110414950,No,Yes,
110414950,No,110414948,Yes,No,
110415025,No,110415029,No,No,
110415029,No,110415025,No,No,
110417717,Yes,110418395,No,Yes,
110418395,No,110417717,Yes,No,
110543690,Yes,110543692,Yes,Yes,
110543692,Yes,110543690,Yes,Yes,
110569111,Yes,110570246,No,Yes,
110570246,No,110569111,Yes,No,
110570774,Yes,110570775,Yes,Yes,
110570775,Yes,110570774,Yes,Yes,
110573505,Yes,110573506,No,Yes,
110573506,No,110573505,Yes,No,
110644349,Yes,110644350,No,Yes,
110644350,No,110644349,Yes,No,
110734323,Yes,111324833,Yes,Yes,
110954112,No,110954114,No,No,
110954113,No,110954114,No,No,
110954114,No,110954112,No,No,
111070973,No,111070977,No,No,
111070977,No,111070973,No,No,
111324833,Yes,110734323,Yes,Yes,
111431462,No,231980649,No,No,
111551702,No,111551705,Yes,No,
111551705,Yes,111551706,No,Yes,
111551705,Yes,111551702,No,Yes,
111551706,No,111551705,Yes,No,
111556666,Yes,111557018,No,Yes,
111557018,No,111556666,Yes,No,
111640262,No,111640263,Yes,No,
111640263,Yes,111640262,No,Yes,
111640280,No,111640284,Yes,No,
111640284,Yes,111640280,No,Yes,
111646345,No,111646607,No,No,
111646607,No,111646345,No,No,
111656061,Yes,111656414,No,Yes,
111656414,No,111656061,Yes,No,
111758137,Yes,111758138,Yes,Yes,
111758138,Yes,111758137,Yes,Yes,
111775478,Yes,111775480,No,Yes,
111775480,No,111775478,Yes,No,
111824170,No,260790560,No,No,
111833439,No,113259971,Yes,Yes,
111833564,Yes,113259971,Yes,Yes,
111833687,No,113259971,Yes,No,
111963712,No,111963654,No,No,
112117230,No,112117808,Yes,No,
112117808,Yes,112117230,No,Yes,
112257906,Yes,261220895,No,Yes,
112340061,Yes,112340429,No,Yes,
112340429,No,112340061,Yes,No,
112429075,Yes,112521672,No,Yes,
112490999,No,108021398,Yes,No,
112521672,No,112429075,Yes,Yes,
112676494,No,112677160,No,No,
112677160,No,112676494,No,No,
112805057,No,107547074,No,No,
112807108,Yes,112807109,No,Yes,
112807109,No,112807108,Yes,Yes,
112910966,No,112911032,No,Yes,
112995331,No,333306195,No,No,
113045497,Yes,113045498,No,Yes,
113045498,No,113045497,Yes,Yes,
113060840,No,113060879,No,Yes,
113060879,No,113060840,No,No,
113086062,No,113086297,No,No,
113086297,No,113086062,No,No,
113118942,Yes,113118946,No,Yes,
113118946,No,113118942,Yes,No,
113259971,Yes,111833439,No,Yes,
113259971,Yes,111833564,Yes,Yes,
113259971,Yes,111833687,No,Yes,
113271021,No,113271158,No,Yes,
113271158,No,113271021,No,No,
113347505,No,113398823,Yes,No,
113347505,No,113401806,Yes,No,
113347505,No,113730771,Yes,No,
113347505,No,209436116,No,No,
113398823,Yes,113347505,No,Yes,
113401806,Yes,113347505,No,Yes,
113404465,Yes,113409955,Yes,Yes,
113409955,Yes,113404465,Yes,Yes,
113409955,Yes,113413540,No,Yes,
113409955,Yes,113414835,Yes,Yes,
113409955,Yes,113414838,Yes,Yes,
113409955,Yes,113421886,No,Yes,
113413540,No,113409955,Yes,Yes,
113414835,Yes,113409955,Yes,Yes,
113414838,Yes,113409955,Yes,Yes,
113414838,Yes,113698641,Yes,Yes,
113421886,No,113409955,Yes,Yes,
113698641,Yes,113414838,Yes,Yes,
113725535,No,113725536,Yes,Yes,
113725536,Yes,113725535,No,Yes,
113730771,Yes,113347505,No,Yes,
113730882,No,113730885,No,No,
113730885,No,113730882,No,No,
113780274,Yes,113780279,No,Yes,
113780279,No,113780274,Yes,No,
113780291,No,113780292,Yes,No,
113780292,Yes,113780291,No,Yes,
114230947,Yes,114230951,No,Yes,
114230951,No,114230947,Yes,No,
114453883,Yes,114454186,Yes,Yes,
114454186,Yes,114453883,Yes,Yes,
114642947,No,114642954,No,Yes,
114642954,No,114642947,No,No,
114716905,Yes,114716907,Yes,Yes,
114716907,Yes,114716905,Yes,Yes,
114920475,No,114920907,No,No,
114920907,No,114920475,No,No,
115246721,No,115247478,No,No,
115247478,No,115246721,No,No,
115304961,Yes,115305145,No,Yes,
115305145,No,115304961,Yes,No,
115403848,No,115544146,No,No,
115485556,Yes,115485553,No,Yes,
115495626,Yes,330639950,No,Yes,
115544146,No,115403848,No,No,
115573816,Yes,115573828,Yes,Yes,
115573828,Yes,115573816,Yes,Yes,
115739237,Yes,115741001,No,Yes,
115739237,Yes,115741976,No,Yes,
115740683,No,115741001,No,No,
115740683,No,115741976,No,No,
115741976,No,115739237,Yes,No,
115858660,Yes,115858661,No,Yes,
115858660,Yes,115858666,No,Yes,
115858661,No,115858660,Yes,Yes,
115858666,No,115858660,Yes,Yes,
115861602,Yes,115861603,Yes,Yes,
115861603,Yes,115861602,Yes,Yes,
115867618,No,229726832,No,No,
115868555,No,115868979,Yes,Yes,
115868979,Yes,115868555,No,Yes,
115943390,No,115973320,No,No,
115944573,Yes,115945882,No,Yes,
115945882,No,115944573,Yes,No,
115973320,No,115943390,No,No,
116041473,No,142070046,No,No,
116041473,No,142070047,No,No,
116154370,Yes,116154371,Yes,Yes,
116154371,Yes,116154370,Yes,Yes,
116369351,No,116369353,No,No,
116369353,No,116369351,No,No,
116395035,Yes,116395036,No,Yes,
116395036,No,116395035,Yes,No,
116633775,Yes,116634215,No,Yes,
116864512,No,17967539,Yes,No,
116883393,No,116883396,No,No,
116883396,No,116883393,No,No,
117166662,Yes,117166663,No,Yes,
117166663,No,117166662,Yes,No,
117381144,Yes,117381145,Yes,Yes,
117381145,Yes,117381144,Yes,Yes,
117381156,Yes,117381158,No,Yes,
117381158,No,117381156,Yes,No,
117452473,Yes,151033728,No,Yes,
117452473,Yes,151128047,No,Yes,
117538110,Yes,117538114,No,Yes,
117560812,No,117560813,No,No,
117708327,Yes,117708465,No,Yes,
117708465,No,117708327,Yes,No,
117830710,Yes,117830711,No,Yes,
117830711,No,117830710,Yes,No,
117835692,No,117835693,No,No,
117835693,No,117835692,No,No,
117842855,No,117842857,No,No,
117842855,No,117842856,No,No,
117842856,No,117842855,No,Yes,
117842857,No,117842855,No,No,
117885956,No,117887589,Yes,No,
117887589,Yes,117885956,No,Yes,
118061659,Yes,118064385,No,Yes,
118064385,No,118061659,Yes,No,
118093115,Yes,118093630,Yes,Yes,
118093630,Yes,118093115,Yes,Yes,
118153721,No,118153722,Yes,No,
118153722,Yes,118153721,No,Yes,
118153741,Yes,118153750,Yes,Yes,
118153750,Yes,118153741,Yes,Yes,
118280918,Yes,174927084,No,Yes,
118409447,No,337236860,No,No,
118438686,Yes,118438875,No,Yes,
118475854,Yes,118475856,Yes,Yes,
118475856,Yes,118475854,Yes,Yes,
118503207,Yes,118503550,No,Yes,
118503550,No,118503207,Yes,No,
118667620,Yes,118667622,Yes,Yes,
118667622,Yes,118667620,Yes,Yes,
118957518,Yes,118957519,No,Yes,
118957519,No,118957518,Yes,No,
118957556,Yes,118957557,Yes,Yes,
118957557,Yes,118957556,Yes,Yes,
119058588,No,119058591,No,No,
119058588,No,119058589,Yes,No,
119058589,Yes,119058588,No,Yes,
119058591,No,119058588,No,Yes,
119063064,No,119063065,No,No,
119063065,No,119063064,No,Yes,
119103811,Yes,119103812,No,Yes,
119103812,No,119103811,Yes,No,
119103828,No,119103831,Yes,No,
119103831,Yes,119103828,No,Yes,
119222448,No,337308221,No,No,
119225250,No,119225870,No,No,
119225250,No,119234328,No,No,
119225870,No,119225870,No,No,
119231058,No,119231268,No,No,
119231268,No,119231058,No,No,
119234328,No,119225250,No,No,
119285526,Yes,119285527,Yes,Yes,
119285527,Yes,119285526,Yes,Yes,
119285582,No,119285587,No,Yes,
119285582,No,119285586,No,Yes,
119285586,No,119285582,No,No,
119285587,No,119285582,No,No,
119463487,Yes,121050551,Yes,Yes,
119556669,No,119556670,No,No,
119556670,No,119556669,No,Yes,
119557974,No,206293779,No,No,
119605644,No,119605645,Yes,No,
119605645,Yes,119605644,No,Yes,
119762873,Yes,119762874,Yes,Yes,
119762874,Yes,119762873,Yes,Yes,
119843777,Yes,119843944,No,Yes,
119843944,No,119843777,Yes,No,
119862054,Yes,119862056,No,Yes,
119862056,No,119862054,Yes,No,
119940365,Yes,119940777,Yes,Yes,
119940777,Yes,119940365,Yes,Yes,
120026165,No,206293518,No,No,
120192872,Yes,120192874,Yes,Yes,
120192874,Yes,120192872,Yes,Yes,
120453210,No,120454863,No,No,
120453608,No,231980648,No,No,
120454225,Yes,231980650,No,Yes,
120454863,No,120453210,No,No,
120459557,Yes,231980646,No,Yes,
120459701,Yes,219744592,No,Yes,
120597646,No,120597647,Yes,No,
120597647,Yes,120597646,No,Yes,
120853388,No,120853679,Yes,No,
120853679,Yes,120853388,No,Yes,
120951421,Yes,120951484,No,Yes,
120951484,No,120951421,Yes,No,
121037012,No,121037016,Yes,Yes,
121037016,Yes,121037012,No,Yes,
121050551,Yes,119463487,Yes,Yes,
121143315,No,121143319,No,No,
121143319,No,121143315,No,No,
121154767,No,121154769,No,No,
121154769,No,121154767,No,No,
121179582,Yes,121179584,No,Yes,
121179584,No,121179582,Yes,Yes,
121273501,Yes,121273502,No,Yes,
121515053,Yes,121515054,No,Yes,
121515054,No,121515053,Yes,No,
121515127,No,121515128,Yes,Yes,
121515128,Yes,121515127,No,Yes,
121515144,No,121515145,No,No,
121515145,No,121515144,No,No,
121533031,Yes,165338702,No,Yes,
121605416,Yes,121605420,No,Yes,
121605420,No,121605416,Yes,Yes,
121627761,Yes,121628141,No,Yes,
121628141,No,121627761,Yes,No,
121652921,Yes,121652927,No,Yes,
121652927,No,121652921,Yes,No,
121660374,No,206292609,No,No,
121731763,Yes,121731911,No,Yes,
121731911,No,121731763,Yes,No,
121755101,Yes,121755102,No,Yes,
121755102,No,121755101,Yes,No,
121796184,Yes,121796185,No,Yes,
121796185,No,121796184,Yes,Yes,
121800397,Yes,121800399,No,Yes,
121800399,No,121800397,Yes,No,
121879138,Yes,121883296,No,Yes,
121883296,No,121879138,Yes,Yes,
121911240,Yes,174927300,No,Yes,
121955975,Yes,121955977,No,Yes,
121955977,No,121955975,Yes,No,
121955978,Yes,121955979,No,Yes,
121955979,No,121955978,Yes,Yes,
121955980,Yes,121955982,No,Yes,
121955982,No,121955980,Yes,No,
122015889,No,122015948,No,No,
122015948,No,122015889,No,Yes,
122093534,Yes,122093535,No,Yes,
122093535,No,122093534,Yes,No,
122171372,No,122171373,No,No,
122171373,No,122171372,No,No,
122228045,Yes,122228047,No,Yes,
122228047,No,122228045,Yes,Yes,
122228048,No,122228049,Yes,Yes,
122228049,Yes,122228048,No,Yes,
122228050,Yes,122228051,No,Yes,
122228051,No,122228050,Yes,No,
122246219,No,122246225,No,No,
122246225,No,122246219,No,No,
122270021,Yes,122270679,No,Yes,
122270679,No,122270021,Yes,No,
122537557,Yes,122537559,No,Yes,
122537559,No,122537557,Yes,No,
122676140,Yes,122676293,No,Yes,
122676293,No,122676140,Yes,No,
122681804,Yes,122683008,Yes,Yes,
122683008,Yes,122681804,Yes,Yes,
122812763,No,122812765,No,Yes,
122812765,No,122812763,No,No,
122835424,No,122835428,Yes,No,
122835428,Yes,122835424,No,Yes,
122835465,No,122835466,No,No,
122835466,No,122835465,No,No,
122862739,Yes,122863665,Yes,Yes,
122863665,Yes,122862739,Yes,Yes,
122879099,No,122879280,No,Yes,
122879280,No,122879099,No,No,
122953957,Yes,122966897,No,Yes,
122966897,No,122953957,Yes,No,
123137972,No,123139102,No,No,
123139102,No,123137972,No,No,
123218985,No,123218987,No,No,
123218987,No,123218985,No,No,
123467495,Yes,123468053,No,Yes,
123468053,No,123467495,Yes,Yes,
123692140,No,132244817,No,No,
123885342,No,123885343,No,No,
123885343,No,123885342,No,No,
123885355,Yes,123885357,No,Yes,
123885357,No,123885355,Yes,No,
123900790,Yes,123900791,No,Yes,
123900791,No,123900790,Yes,Yes,
123974205,No,123974209,No,No,
123974209,No,123974205,No,No,
124053125,No,124053289,No,Yes,
124053289,No,124053125,No,No,
124060217,Yes,124060218,No,Yes,
124061812,Yes,124062042,No,Yes,
124062042,No,124061812,Yes,No,
124257142,Yes,124257143,No,Yes,
124257143,No,124257142,Yes,No,
124257154,Yes,124257156,No,Yes,
124257156,No,124257154,Yes,No,
124325933,No,124326570,Yes,Yes,
124325933,No,124327907,Yes,Yes,
124326570,Yes,124325933,No,Yes,
124327907,Yes,124325933,No,Yes,
124334530,No,124334533,Yes,Yes,
124334533,Yes,124334530,No,Yes,
124447808,Yes,124447968,No,Yes,
124447968,No,124447808,Yes,Yes,
124634643,Yes,128435000,No,Yes,
124770027,No,124770145,No,No,
124770145,No,124770027,No,No,
124794509,No,337306982,No,No,
124909707,No,124909710,No,No,
124909710,No,124909707,No,No,
125124188,Yes,125124193,Yes,Yes,
125124193,Yes,125124188,Yes,Yes,
125124231,Yes,202404986,Yes,Yes,
125124286,Yes,125124379,Yes,Yes,
125124379,Yes,125124286,Yes,Yes,
125212538,No,125212541,No,No,
125212541,No,125212538,No,No,
125375734,Yes,125375776,Yes,Yes,
125375776,Yes,125375734,Yes,Yes,
125652487,Yes,305155088,No,Yes,
125767486,Yes,125830144,No,Yes,
125820216,Yes,125821916,No,Yes,
125821916,No,125820216,Yes,No,
125830144,No,125767486,Yes,No,
125836279,Yes,125836280,No,Yes,
125836280,No,125836279,Yes,Yes,
126096673,No,126102450,Yes,No,
126102450,Yes,126096673,No,Yes,
126144681,Yes,126144789,No,Yes,
126144789,No,126144681,Yes,Yes,
126282990,Yes,126283727,No,Yes,
126283727,No,126282990,Yes,Yes,
126284247,No,126283727,No,No,
126351548,Yes,126351557,No,Yes,
126351557,No,126351548,Yes,No,
126401879,Yes,126402111,Yes,Yes,
126402111,Yes,126401879,Yes,Yes,
126590733,Yes,126590782,No,Yes,
126590782,No,126590733,Yes,No,
126619186,No,206185487,No,No,
126678835,No,126678837,No,Yes,
126678837,No,126678835,No,Yes,
126980643,Yes,268139772,No,Yes,
126980735,No,268139255,Yes,No,
126981081,No,268138338,Yes,No,
126981675,No,268137247,No,No,
126996350,No,126996344,No,No,
127019661,Yes,338569655,No,Yes,
127134942,No,127135404,No,No,
127135404,No,127134942,No,No,
127310866,No,127310940,No,No,
127310940,No,127310866,No,No,
127627692,No,127627693,No,No,
127627693,No,127627692,No,No,
127697477,No,127805288,Yes,No,
127708048,No,127708056,Yes,No,
127708056,Yes,127708048,No,Yes,
127725156,Yes,338462037,Yes,Yes,
127805288,Yes,127697477,No,Yes,
127953424,No,127953478,No,Yes,
127953478,No,127953424,No,No,
128033196,Yes,128033197,Yes,Yes,
128033197,Yes,128033196,Yes,Yes,
128065484,Yes,174922736,No,Yes,
128109850,No,201650252,No,No,
128186983,Yes,128186984,No,Yes,
128186984,No,128186983,Yes,No,
128187068,Yes,128187073,Yes,Yes,
128187073,Yes,128187068,Yes,Yes,
128408424,Yes,128408608,No,Yes,
128408608,No,128408424,Yes,No,
128435000,No,124634643,Yes,No,
128501807,Yes,268137941,Yes,Yes,
128502932,Yes,268136064,Yes,Yes,
128504123,Yes,128504200,Yes,Yes,
128504200,Yes,128504123,Yes,Yes,
128511537,Yes,128511969,No,Yes,
128511969,No,128511537,Yes,No,
128621074,Yes,128621261,No,Yes,
128621261,No,128621074,Yes,No,
128621484,Yes,128622452,No,Yes,
128622452,No,128621484,Yes,No,
128973220,Yes,128973222,Yes,Yes,
128973222,Yes,128973220,Yes,Yes,
128973228,Yes,128973230,Yes,Yes,
128973230,Yes,128973228,Yes,Yes,
129029487,Yes,129029492,No,Yes,
129029492,No,129029487,Yes,No,
129105852,Yes,129105855,No,Yes,
129105853,Yes,129105855,No,Yes,
129105855,No,129105853,Yes,Yes,
129105855,No,129105852,Yes,Yes,
129190181,Yes,268135388,Yes,Yes,
129255411,Yes,129255414,No,Yes,
129255414,No,129255411,Yes,Yes,
129419628,Yes,268134459,Yes,Yes,
129430391,No,129433703,Yes,No,
129433703,Yes,129430391,No,Yes,
129435662,Yes,129435669,No,Yes,
129435669,No,129435662,Yes,No,
129442826,No,268133352,Yes,No,
129442954,Yes,268132921,Yes,Yes,
129465329,Yes,129478169,No,Yes,
129478169,No,129465329,Yes,No,
129519294,Yes,129523719,No,Yes,
129609882,No,206181942,No,No,
129630003,Yes,131287322,No,Yes,
129824814,Yes,166033984,Yes,Yes,
130021702,Yes,130021703,No,Yes,
130071766,No,130071765,No,No,
130308998,Yes,130309571,No,Yes,
130309571,No,130308998,Yes,Yes,
130353681,Yes,130353682,Yes,Yes,
130353682,Yes,130353681,Yes,Yes,
130353749,Yes,130353752,Yes,Yes,
130353752,Yes,130353749,Yes,Yes,
130375391,Yes,137621993,No,Yes,
130415772,No,135744884,No,No,
130458221,No,130459329,Yes,No,
130459329,Yes,130458221,No,Yes,
130479078,Yes,130479079,Yes,Yes,
130479079,Yes,130479078,Yes,Yes,
130480768,No,44358543,No,Yes,
130601235,No,130601236,No,Yes,
130601236,No,130601235,No,Yes,
130616700,No,130616703,Yes,Yes,
130616703,Yes,130616700,No,Yes,
130635377,Yes,130635379,No,Yes,
130635379,No,130635377,Yes,No,
130732689,Yes,130732736,No,Yes,
130732736,No,130732689,Yes,No,
130884309,Yes,130884267,No,Yes,
130896079,Yes,130896266,No,Yes,
130896137,No,337306943,No,No,
130896266,No,130896079,Yes,Yes,
130983312,Yes,130983313,Yes,Yes,
130983313,Yes,130983312,Yes,Yes,
131000623,Yes,188731534,Yes,Yes,
131106142,Yes,131106141,No,Yes,
131149930,No,131149931,Yes,No,
131149931,Yes,131149930,No,Yes,
131220561,No,131220562,No,No,
131220562,No,131220561,No,No,
131226185,Yes,131226194,No,Yes,
131226194,No,131226185,Yes,No,
131312412,No,131312411,No,Yes,
131337492,No,8387435,Yes,No,
131477802,No,131481027,No,No,
131481027,No,131477802,No,Yes,
131673910,No,135744473,No,No,
131917957,No,131918123,No,No,
131918123,No,131917957,No,No,
131953320,No,131953321,Yes,Yes,
131953321,Yes,131953320,No,Yes,
131953325,Yes,131953334,Yes,Yes,
131953334,Yes,131953325,Yes,Yes,
131984772,No,206177407,No,No,
131984781,No,206177242,No,No,
132244817,No,123692140,No,No,
132276590,Yes,132276703,No,Yes,
132276703,No,132276590,Yes,No,
132362375,No,132362377,No,Yes,
132362377,No,132362375,No,Yes,
132659117,No,132659118,No,Yes,
132659118,No,132659117,No,No,
132715319,No,135739899,No,No,
132741763,Yes,132742703,No,Yes,
132742703,No,132741763,Yes,No,
132847360,No,132847362,No,No,
132966631,Yes,132966633,No,Yes,
132966633,No,132966631,Yes,No,
132989612,Yes,132989616,No,Yes,
132989616,No,132989612,Yes,No,
133054766,No,206176998,No,No,
133356718,Yes,133357225,No,Yes,
133357225,No,133356718,Yes,No,
133578088,No,206173676,No,No,
133714473,Yes,207483699,No,Yes,
133714627,Yes,133714743,No,Yes,
133714743,No,133714627,Yes,No,
133811651,Yes,227196736,No,Yes,
133831573,No,133835187,No,No,
133835187,No,133831573,No,No,
133905790,Yes,133905793,No,Yes,
133905793,No,133905790,Yes,No,
133905796,No,133905799,Yes,No,
133905799,Yes,133905796,No,Yes,
133905801,No,133905802,No,Yes,
133905801,No,133905804,Yes,Yes,
133905802,No,133905801,No,No,
133905804,Yes,133905801,No,Yes,
133905806,Yes,133905808,No,Yes,
133905806,Yes,133909336,Yes,Yes,
133905808,No,133905806,Yes,No,
133905813,Yes,133905815,Yes,Yes,
133905813,Yes,133905814,Yes,Yes,
133905814,Yes,133905813,Yes,Yes,
133905815,Yes,133905813,Yes,Yes,
133909336,Yes,133905806,Yes,Yes,
133941641,Yes,133946568,Yes,Yes,
133946568,Yes,133941641,Yes,Yes,
133980761,Yes,133980967,Yes,Yes,
133980967,Yes,133980761,Yes,Yes,
134083066,Yes,134083153,Yes,Yes,
134083153,Yes,134083066,Yes,Yes,
134090223,No,134090229,No,No,
134090229,No,134090223,No,No,
134141442,No,134141443,Yes,No,
134141443,Yes,134141442,No,Yes,
134161862,No,134170441,No,No,
134165251,No,134544086,Yes,Yes,
134165251,No,134544087,No,Yes,
134337394,Yes,134339216,No,Yes,
134339216,No,134337394,Yes,Yes,
134406746,Yes,134407117,No,Yes,
134407117,No,134406746,Yes,No,
134544086,Yes,134165251,No,Yes,
134544087,No,134165251,No,No,
134601365,Yes,134601663,No,Yes,
134601436,Yes,199865328,No,Yes,
134601663,No,134601365,Yes,Yes,
134821271,No,134822299,No,No,
134822299,No,134821271,No,No,
134922213,No,134922474,No,Yes,
134922474,No,134922213,No,No,
135075811,Yes,135075812,No,Yes,
135075812,No,135075811,Yes,Yes,
135098008,Yes,135098040,Yes,Yes,
135098040,Yes,135098008,Yes,Yes,
135220591,No,135220639,No,No,
135220639,No,135220591,No,No,
135318354,Yes,135318293,No,Yes,
135338169,Yes,135338194,No,Yes,
135338194,No,135338169,Yes,No,
135389098,Yes,268130774,No,Yes,
135484290,Yes,135484329,No,Yes,
135484329,No,135484290,Yes,No,
135490629,Yes,135492579,No,Yes,
135492579,No,135490629,Yes,No,
135499876,No,218407341,No,No,
135598039,Yes,135598040,No,Yes,
135646098,No,224663565,No,No,
135739899,No,132715319,No,No,
135744473,No,131673910,No,No,
135744884,No,130415772,No,No,
135776574,No,135776663,No,Yes,
135776663,No,135776574,No,No,
135828266,Yes,135828446,Yes,Yes,
135828446,Yes,135828266,Yes,Yes,
135865403,No,135865978,No,No,
135865978,No,135865403,No,Yes,
136122799,No,136122901,Yes,No,
136122901,Yes,136122799,No,Yes,
136164700,No,136163904,No,No,
136220580,No,136220584,No,No,
136220584,No,136220580,No,No,
136280243,No,136280768,No,No,
136280768,No,136280243,No,No,
136381993,Yes,136381998,No,Yes,
136381998,No,136381993,Yes,Yes,
136383637,No,136498416,No,No,
136393489,No,136393490,No,No,
136393490,No,136393489,No,No,
136498416,No,136383637,No,No,
136539454,Yes,136539462,No,Yes,
136539462,No,136539454,Yes,No,
136549220,No,136549221,No,No,
136549221,No,136549220,No,No,
136562434,No,136562436,No,No,
136562436,No,136562434,No,Yes,
136666112,Yes,136668300,No,Yes,
136666112,Yes,136669840,No,Yes,
136668300,No,136666112,Yes,No,
136669840,No,136666112,Yes,No,
137009410,No,137122065,Yes,No,
137057089,Yes,137063706,No,Yes,
137057100,Yes,137063773,No,Yes,
137063706,No,137057089,Yes,No,
137063773,No,137057100,Yes,Yes,
137122065,Yes,137009410,No,Yes,
137288684,Yes,304289068,No,Yes,
137293405,Yes,137288684,Yes,Yes,
137390148,Yes,137390149,Yes,Yes,
137390149,Yes,137390148,Yes,Yes,
137390152,Yes,137390154,Yes,Yes,
137390154,Yes,137390152,Yes,Yes,
137447849,No,137447855,Yes,Yes,
137447855,Yes,137447849,No,Yes,
137454087,No,137454089,Yes,No,
137454089,Yes,137454087,No,Yes,
137500000,No,137499979,No,Yes,
137503815,No,137503759,No,No,
137609876,No,137611175,Yes,No,
137609876,No,137618313,No,No,
137611175,Yes,137609876,No,Yes,
137612950,Yes,137613161,Yes,Yes,
137613161,Yes,137612950,Yes,Yes,
137616830,Yes,137617062,No,Yes,
137617062,No,137616830,Yes,No,
137618313,No,137609876,No,No,
137621993,No,130375391,Yes,No,
137889727,Yes,137889728,No,Yes,
137889728,No,138018613,No,No,
138033099,Yes,185235593,Yes,Yes,
138036589,Yes,337271445,Yes,Yes,
138332318,Yes,138332467,Yes,Yes,
138332467,Yes,138332318,Yes,Yes,
138339504,Yes,138339505,No,Yes,
138339505,No,138339504,Yes,No,
138339520,Yes,138339521,Yes,Yes,
138339521,Yes,138339520,Yes,Yes,
138374023,Yes,138374024,Yes,Yes,
138374024,Yes,138374023,Yes,Yes,
138402656,No,138402660,No,No,
138404329,Yes,138402656,No,Yes,
138470485,Yes,28545358,Yes,Yes,
138472991,Yes,138481779,No,Yes,
138474296,Yes,138474297,No,Yes,
138474297,No,138474296,Yes,No,
138478477,Yes,138472991,Yes,Yes,
138481777,Yes,138472991,Yes,Yes,
138481779,No,138472991,Yes,No,
138594511,Yes,138594586,Yes,Yes,
138594586,Yes,138594511,Yes,Yes,
138634423,Yes,138636253,No,Yes,
138636253,No,138634423,Yes,No,
138731758,Yes,138731890,Yes,Yes,
138731890,Yes,138731758,Yes,Yes,
138765927,No,138765117,No,No,
138821874,Yes,138727449,No,Yes,
138981399,Yes,237726070,No,Yes,
139026177,Yes,139026130,No,Yes,
139116487,No,139148844,No,No,
139148844,No,139116487,No,No,
139168383,No,139168384,Yes,No,
139168384,Yes,139168383,No,Yes,
139265709,Yes,139265711,No,Yes,
139265711,No,139265709,Yes,Yes,
139309382,Yes,140962639,No,Yes,
139310506,Yes,139507029,No,Yes,
139507029,No,139310506,Yes,Yes,
139516590,Yes,139516591,No,Yes,
139516591,No,139516590,Yes,No,
139519623,Yes,298730469,No,Yes,
139807864,No,139808019,Yes,Yes,
139808019,Yes,139807864,No,Yes,
139811556,Yes,331440285,No,Yes,
139900810,No,139900812,No,No,
139900812,No,139900810,No,Yes,
139974276,No,139974277,No,No,
139974277,No,139974276,No,No,
139974345,Yes,139974346,No,Yes,
139974346,No,139974345,Yes,No,
140071463,Yes,140071465,No,Yes,
140071465,No,140071463,Yes,Yes,
140131541,Yes,140131873,No,Yes,
140131873,No,140131541,Yes,No,
140142656,Yes,140142657,Yes,Yes,
140142657,Yes,140142656,Yes,Yes,
140158777,Yes,140160759,No,Yes,
140158779,No,140158780,No,No,
140158780,No,140158779,No,No,
140160759,No,140158777,Yes,No,
140287499,Yes,140287500,Yes,Yes,
140287500,Yes,140287499,Yes,Yes,
